sample_name	platform	qiita_prep_id	run_prefix
12802.10249.M055.01SS	Illumina	7898	10249.M055.01SS
12802.10249.M055.01V	Illumina	7898	10249.M055.01V
12802.10249.M055.02R	Illumina	7898	10249.M055.02R
12802.10249.M055.02V	Illumina	7898	10249.M055.02V
12802.10249.M056.01R	Illumina	7898	10249.M056.01R
12802.10249.M056.01SD	Illumina	7898	10249.M056.01SD
12802.10249.M056.01SS	Illumina	7898	10249.M056.01SS
12802.10249.M056.01V	Illumina	7898	10249.M056.01V
12802.10249.M056.02R	Illumina	7898	10249.M056.02R
12802.10249.M056.02V	Illumina	7898	10249.M056.02V
12802.10249.M056.03R	Illumina	7898	10249.M056.03R
12802.10249.M056.03V	Illumina	7898	10249.M056.03V
12802.10249.M057.01R	Illumina	7898	10249.M057.01R
12802.10249.M057.01SD	Illumina	7898	10249.M057.01SD
12802.10249.M057.01SS	Illumina	7898	10249.M057.01SS
12802.10249.M057.01V	Illumina	7898	10249.M057.01V
12802.10249.M057.02R	Illumina	7898	10249.M057.02R
12802.10249.M057.02V	Illumina	7898	10249.M057.02V
